ganancia,ganancia_normalizada,auc,type,semilla,tiempo,cp,ms,mb,md
1235000,4116666.66666667,0.813598487762499,test,992944,4.62116098403931,0,20,1,5
2266250,3237500,0.801437422099883,train,992944,4.62116098403931,0,20,1,5
736250,2454166.66666667,0.713540827031527,test,130582,4.61594796180725,0,20,1,5
2622500,3746428.57142857,0.717504002574676,train,130582,4.61594796180725,0,20,1,5
613750,2045833.33333333,0.80205684782124,test,430882,4.73131418228149,0,20,1,5
2710000,3871428.57142857,0.804267492552868,train,430882,4.73131418228149,0,20,1,5
420000,1400000,0.803398222378587,test,327801,4.63244414329529,0,20,1,5
2253750,3219642.85714286,0.804900142387289,train,327801,4.63244414329529,0,20,1,5
1048750,3495833.33333333,0.793065657038333,test,955166,4.57327604293823,0,20,1,5
3302500,4717857.14285714,0.791053999704679,train,955166,4.57327604293823,0,20,1,5
527500,1758333.33333333,0.813672753362992,test,957194,4.59817004203796,0,20,1,5
2477500,3539285.71428571,0.823431372832701,train,957194,4.59817004203796,0,20,1,5
1063750,3545833.33333333,0.822533512313941,test,774355,4.98663187026978,0,20,1,5
3330000,4757142.85714286,0.813252394260464,train,774355,4.98663187026978,0,20,1,5
-51250,-170833.333333333,0.794127088563061,test,470590,4.78401684761047,0,20,1,5
2506250,3580357.14285714,0.810255619491027,train,470590,4.78401684761047,0,20,1,5
873750,2912500,0.806473798238647,test,651887,4.63230586051941,0,20,1,5
2175000,3107142.85714286,0.802570240960188,train,651887,4.63230586051941,0,20,1,5
466250,1554166.66666667,0.775360064131179,test,818246,4.71219992637634,0,20,1,5
2518750,3598214.28571429,0.812371689883585,train,818246,4.71219992637634,0,20,1,5
890000,2966666.66666667,0.790374792301319,test,113827,4.62327003479004,0,20,1,5
3400000,4857142.85714286,0.812492131060547,train,113827,4.62327003479004,0,20,1,5
663750,2212500,0.770835283124357,test,212959,4.62520098686218,0,20,1,5
2848750,4069642.85714286,0.79663570075669,train,212959,4.62520098686218,0,20,1,5
818750,2729166.66666667,0.687473203133843,test,875960,4.63913702964783,0,20,1,5
2473750,3533928.57142857,0.696338812526484,train,875960,4.63913702964783,0,20,1,5
520000,1733333.33333333,0.781399097763298,test,858970,4.75998592376709,0,20,1,5
2770000,3957142.85714286,0.80884828918013,train,858970,4.75998592376709,0,20,1,5
778750,2595833.33333333,0.831810158627648,test,672427,4.7553129196167,0,20,1,5
2483750,3548214.28571429,0.826037327815044,train,672427,4.7553129196167,0,20,1,5
261250,870833.333333333,0.805656111008483,test,885779,4.83466386795044,0,20,1,5
2621250,3744642.85714286,0.840790042979073,train,885779,4.83466386795044,0,20,1,5
687500,2291666.66666667,0.819160200302134,test,222732,4.60874795913696,0,20,1,5
1673750,2391071.42857143,0.804419706693266,train,222732,4.60874795913696,0,20,1,5
42500,141666.666666667,0.813379549709748,test,186433,4.76162195205689,0,20,1,5
2612500,3732142.85714286,0.800476494635304,train,186433,4.76162195205689,0,20,1,5
647500,2158333.33333333,0.810428648183546,test,185878,4.62450504302979,0,20,1,5
3725000,5321428.57142857,0.804521715513925,train,185878,4.62450504302979,0,20,1,5
486250,1620833.33333333,0.777565737153307,test,235635,4.53092288970947,0,20,1,5
2807500,4010714.28571429,0.803078473791477,train,235635,4.53092288970947,0,20,1,5
808750,2695833.33333333,0.812947737352247,test,988363,4.61993002891541,0,20,1,5
2216250,3166071.42857143,0.804948037353879,train,988363,4.61993002891541,0,20,1,5
1135000,3783333.33333333,0.814179321320824,test,398999,4.62592196464539,0,20,1,5
2226250,3180357.14285714,0.799745615538529,train,398999,4.62592196464539,0,20,1,5
1243750,4145833.33333333,0.845165410470415,test,917915,4.97157502174377,0,20,1,5
1886250,2694642.85714286,0.82309397155067,train,917915,4.97157502174377,0,20,1,5
575000,1916666.66666667,0.815356790932259,test,426236,4.78963208198547,0,20,1,5
3736250,5337500,0.837700848476072,train,426236,4.78963208198547,0,20,1,5
1071250,3570833.33333333,0.80919106171695,test,793416,4.63745784759522,0,20,1,5
2217500,3167857.14285714,0.80056403010287,train,793416,4.63745784759522,0,20,1,5
978750,3262500,0.798293771563055,test,943165,5.41117596626282,0,20,1,6
3507500,5010714.28571429,0.808461019037557,train,943165,5.41117596626282,0,20,1,6
851250,2837500,0.782335732454208,test,433089,5.52135181427002,0,20,1,6
3516250,5023214.28571429,0.817754521119981,train,433089,5.52135181427002,0,20,1,6
323750,1079166.66666667,0.781928573213571,test,646686,5.27427101135254,0,20,1,6
2821250,4030357.14285714,0.819625716509485,train,646686,5.27427101135254,0,20,1,6
870000,2900000,0.780390034971289,test,421880,5.29519605636597,0,20,1,6
4237500,6053571.42857143,0.8152123531936,train,421880,5.29519605636597,0,20,1,6
1322500,4408333.33333333,0.794209439160885,test,212941,5.33473491668701,0,20,1,6
3106250,4437500,0.805218421571664,train,212941,5.33473491668701,0,20,1,6
710000,2366666.66666667,0.782448095542129,test,619097,5.49657678604126,0,20,1,6
2480000,3542857.14285714,0.806516733495314,train,619097,5.49657678604126,0,20,1,6
765000,2550000,0.78443372801187,test,643508,5.33449792861939,0,20,1,6
3306250,4723214.28571429,0.801871701199829,train,643508,5.33449792861939,0,20,1,6
1051250,3504166.66666667,0.771936220886047,test,223196,5.36749601364136,0,20,1,6
2317500,3310714.28571429,0.80341358154332,train,223196,5.36749601364136,0,20,1,6
832500,2775000,0.793729055569412,test,344194,5.32210493087769,0,20,1,6
3532500,5046428.57142857,0.812485239254677,train,344194,5.32210493087769,0,20,1,6
775000,2583333.33333333,0.780913507923542,test,466324,5.21540784835815,0,20,1,6
2706250,3866071.42857143,0.817494230678085,train,466324,5.21540784835815,0,20,1,6
936250,3120833.33333333,0.819925059424731,test,559889,5.21019911766052,0,20,1,6
3427500,4896428.57142857,0.799280830804786,train,559889,5.21019911766052,0,20,1,6
952500,3175000,0.792920831461126,test,426105,5.2279999256134,0,20,1,6
2471250,3530357.14285714,0.809240819301471,train,426105,5.2279999256134,0,20,1,6
1053750,3512500,0.802367446468743,test,887463,5.49210119247437,0,20,1,6
3495000,4992857.14285714,0.81194696061716,train,887463,5.49210119247437,0,20,1,6
767500,2558333.33333333,0.805479527316756,test,575670,5.84156513214111,0,20,1,6
2773750,3962500,0.841500403672528,train,575670,5.84156513214111,0,20,1,6
868750,2895833.33333333,0.807198048624644,test,341712,5.32290482521057,0,20,1,6
3427500,4896428.57142857,0.813094499567302,train,341712,5.32290482521057,0,20,1,6
1197500,3991666.66666667,0.81044200067914,test,511553,5.32122206687927,0,20,1,6
3300000,4714285.71428571,0.805644384521809,train,511553,5.32122206687927,0,20,1,6
186250,620833.333333333,0.791010291466604,test,621715,5.73495006561279,0,20,1,6
2238750,3198214.28571429,0.810687391969962,train,621715,5.73495006561279,0,20,1,6
686250,2287500,0.782768187936498,test,930317,5.46330189704895,0,20,1,6
2950000,4214285.71428571,0.814885853189529,train,930317,5.46330189704895,0,20,1,6
718750,2395833.33333333,0.798397192153927,test,958759,5.48388600349426,0,20,1,6
2427500,3467857.14285714,0.820979734860732,train,958759,5.48388600349426,0,20,1,6
518750,1729166.66666667,0.781673007672907,test,854580,5.33745789527893,0,20,1,6
4117500,5882142.85714286,0.812838543841385,train,854580,5.33745789527893,0,20,1,6
688750,2295833.33333333,0.790185101113917,test,119687,5.39566206932068,0,20,1,6
3293750,4705357.14285714,0.809176527556715,train,119687,5.39566206932068,0,20,1,6
1477500,4925000,0.822610074788675,test,710540,5.60855603218079,0,20,1,6
3597500,5139285.71428571,0.833664936301882,train,710540,5.60855603218079,0,20,1,6
940000,3133333.33333333,0.793200008868997,test,251789,5.52081513404846,0,20,1,6
2175000,3107142.85714286,0.788714015716996,train,251789,5.52081513404846,0,20,1,6
668750,2229166.66666667,0.803016328754612,test,831311,5.51087594032288,0,20,1,6
2711250,3873214.28571429,0.81372285954697,train,831311,5.51087594032288,0,20,1,6
796250,2654166.66666667,0.802332503355274,test,400758,5.32241702079773,0,20,1,6
2717500,3882142.85714286,0.804640693093383,train,400758,5.32241702079773,0,20,1,6
793750,2645833.33333333,0.806468806365294,test,810489,5.48972988128662,0,20,1,6
2215000,3164285.71428571,0.803942887935603,train,810489,5.48972988128662,0,20,1,6
916250,3054166.66666667,0.811122671704518,test,175018,5.39416003227234,0,20,1,6
2636250,3766071.42857143,0.810286259708502,train,175018,5.39416003227234,0,20,1,6
1103750,3679166.66666667,0.802040677826576,test,778192,5.32954597473145,0,20,1,6
3322500,4746428.57142857,0.801236892418899,train,778192,5.32954597473145,0,20,1,6
290000,966666.666666667,0.780674663627361,test,320524,5.31616806983948,0,20,1,6
2862500,4089285.71428571,0.813106623313675,train,320524,5.31616806983948,0,20,1,6
432500,1441666.66666667,0.791721526231896,test,288488,5.75780701637268,0,20,1,6
2976250,4251785.71428571,0.809485301768795,train,288488,5.75780701637268,0,20,1,6
918750,3062500,0.817537014587785,test,871386,5.54826784133911,0,20,1,6
3245000,4635714.28571429,0.836224044948795,train,871386,5.54826784133911,0,20,1,6
396250,1320833.33333333,0.78312499969375,test,699829,5.39205598831177,0,20,1,6
3483750,4976785.71428572,0.815107450823853,train,699829,5.39205598831177,0,20,1,6
356250,1187500,0.812136144495072,test,964557,5.44274997711182,0,20,1,6
3197500,4567857.14285714,0.826064429603304,train,964557,5.44274997711182,0,20,1,6
913750,3045833.33333333,0.833912931683733,test,229601,5.65395307540894,0,20,1,6
2588750,3698214.28571429,0.825359637309548,train,229601,5.65395307540894,0,20,1,6
520000,1733333.33333333,0.792338558528276,test,844578,5.6340799331665,0,20,1,6
2907500,4153571.42857143,0.804251796731362,train,844578,5.6340799331665,0,20,1,6
975000,3250000,0.810297511976821,test,712561,5.48982310295105,0,20,1,6
2527500,3610714.28571429,0.800227172763206,train,712561,5.48982310295105,0,20,1,6
575000,1916666.66666667,0.790107895514395,test,868040,5.40176105499268,0,20,1,6
3823750,5462500,0.812596607248646,train,868040,5.40176105499268,0,20,1,6
1180000,3933333.33333333,0.819769300726131,test,853913,5.34962201118469,0,20,1,6
2430000,3471428.57142857,0.807185995697943,train,853913,5.34962201118469,0,20,1,6
660000,2200000,0.817479470231775,test,868784,5.41343998908997,0,20,1,6
2843750,4062500,0.804061702893116,train,868784,5.41343998908997,0,20,1,6
868750,2895833.33333333,0.807537189762727,test,633751,5.46739602088928,0,20,1,6
1736250,2480357.14285714,0.80954275217656,train,633751,5.46739602088928,0,20,1,6
802500,2675000,0.792411752254122,test,950141,5.37408185005188,0,20,1,6
4193750,5991071.42857143,0.814034420762727,train,950141,5.37408185005188,0,20,1,6
-60000,-2e+05,0.76055560714165,test,709609,5.38102388381958,0,20,1,6
355000,507142.857142857,0.766910988755107,train,709609,5.38102388381958,0,20,1,6
933750,3112500,0.800523270827321,test,637945,5.25475406646729,0,20,1,6
4118750,5883928.57142857,0.805389062460711,train,637945,5.25475406646729,0,20,1,6
1063750,3545833.33333333,0.819413438343565,test,730768,5.43658590316773,0,20,1,6
2676250,3823214.28571429,0.835094013092166,train,730768,5.43658590316773,0,20,1,6
602500,2008333.33333333,0.783859386951402,test,767625,5.33925795555115,0,20,1,6
2543750,3633928.57142857,0.812347061070417,train,767625,5.33925795555115,0,20,1,6
941250,3137500,0.799058293810763,test,273723,5.56943488121033,0,20,1,6
2671250,3816071.42857143,0.808372754575066,train,273723,5.56943488121033,0,20,1,6
712500,2375000,0.793683761209359,test,213770,5.27134418487549,0,20,1,6
2576250,3680357.14285714,0.805745591448051,train,213770,5.27134418487549,0,20,1,6
1635000,5450000,0.840384022673273,test,397339,5.61555218696594,0,20,1,6
2687500,3839285.71428571,0.828484064698053,train,397339,5.61555218696594,0,20,1,6
1222500,4075000,0.824333312345007,test,437556,5.5365481376648,0,20,1,6
3363750,4805357.14285714,0.835545373103977,train,437556,5.5365481376648,0,20,1,6
883750,2945833.33333333,0.80407466715536,test,292442,5.55672311782837,0,20,1,6
3703750,5291071.42857143,0.809581360869333,train,292442,5.55672311782837,0,20,1,6
608750,2029166.66666667,0.812708494931197,test,883505,5.31199097633362,0,20,1,6
3302500,4717857.14285714,0.81246018425986,train,883505,5.31199097633362,0,20,1,6
867500,2891666.66666667,0.78168951454246,test,794374,5.67896389961243,0,20,1,6
2600000,3714285.71428571,0.807803454399652,train,794374,5.67896389961243,0,20,1,6
515000,1716666.66666667,0.797129623822224,test,420696,5.5531759262085,0,20,1,6
3130000,4471428.57142857,0.809534991184433,train,420696,5.5531759262085,0,20,1,6
691250,2304166.66666667,0.773283138566564,test,925615,5.51030993461609,0,20,1,6
3107500,4439285.71428571,0.814064674052126,train,925615,5.51030993461609,0,20,1,6
925000,3083333.33333333,0.803731054768752,test,731666,5.54072785377502,0,20,1,6
3532500,5046428.57142857,0.815268244673756,train,731666,5.54072785377502,0,20,1,6
962500,3208333.33333333,0.807112329277931,test,556680,5.40782785415649,0,20,1,6
2688750,3841071.42857143,0.840000008747939,train,556680,5.40782785415649,0,20,1,6
352500,1175000,0.804370596432703,test,944592,5.55248117446899,0,20,1,6
3037500,4339285.71428571,0.804764818498544,train,944592,5.55248117446899,0,20,1,6
971250,3237500,0.803231714308534,test,585703,5.41116094589233,0,20,1,6
2441250,3487500,0.807682659940533,train,585703,5.41116094589233,0,20,1,6
772500,2575000,0.798465271506461,test,901760,5.25646185874939,0,20,1,6
3663750,5233928.57142857,0.811156466558457,train,901760,5.25646185874939,0,20,1,6
935000,3116666.66666667,0.684384856652997,test,509440,5.6236560344696,0,20,1,6
3280000,4685714.28571429,0.720583540698744,train,509440,5.6236560344696,0,20,1,6
1155000,3850000,0.854075200030184,test,703033,5.64907288551331,0,20,1,6
2273750,3248214.28571429,0.860265271383838,train,703033,5.64907288551331,0,20,1,6
852500,2841666.66666667,0.788712559724855,test,516993,5.87145900726318,0,20,1,6
2533750,3619642.85714286,0.813299358356611,train,516993,5.87145900726318,0,20,1,6
951250,3170833.33333333,0.795408866890074,test,274566,5.65778589248657,0,20,1,6
2436250,3480357.14285714,0.813038866039197,train,274566,5.65778589248657,0,20,1,6
1598750,5329166.66666667,0.808297914511688,test,676170,5.65145301818848,0,20,1,6
3753750,5362500,0.802601329789925,train,676170,5.65145301818848,0,20,1,6
1285000,4283333.33333333,0.822573845425631,test,386707,5.72883987426758,0,20,1,6
3216250,4594642.85714286,0.827044479165538,train,386707,5.72883987426758,0,20,1,6
572500,1908333.33333333,0.801933765986857,test,118327,5.92875599861145,0,20,1,6
2765000,3950000,0.820588567399136,train,118327,5.92875599861145,0,20,1,6
517500,1725000,0.828814881491089,test,189182,5.53019380569458,0,20,1,6
3028750,4326785.71428571,0.828327745755461,train,189182,5.53019380569458,0,20,1,6
1243750,4145833.33333333,0.830577533409414,test,344297,5.44854092597961,0,20,1,6
2333750,3333928.57142857,0.82978439537688,train,344297,5.44854092597961,0,20,1,6
1117500,3725000,0.793158512007691,test,725804,5.31526899337769,0,20,1,6
3242500,4632142.85714286,0.821222938783111,train,725804,5.31526899337769,0,20,1,6
988750,3295833.33333333,0.800809338857918,test,785830,5.51456212997437,0,20,1,6
4411250,6301785.71428571,0.811930272241024,train,785830,5.51456212997437,0,20,1,6
1195000,3983333.33333333,0.823491155747919,test,679401,5.62835311889648,0,20,1,6
2353750,3362500,0.830116895569952,train,679401,5.62835311889648,0,20,1,6
487500,1625000,0.789273762664658,test,495811,5.50039601325989,0,20,1,6
2851250,4073214.28571429,0.816015526156349,train,495811,5.50039601325989,0,20,1,6
920000,3066666.66666667,0.802749523842657,test,852342,5.38620400428772,0,20,1,6
3426250,4894642.85714286,0.806167673902132,train,852342,5.38620400428772,0,20,1,6
1412500,4708333.33333333,0.796340662832581,test,640892,5.37151098251343,0,20,1,6
3131250,4473214.28571429,0.804536828139491,train,640892,5.37151098251343,0,20,1,6
1240000,4133333.33333333,0.805045234335073,test,464734,5.38445377349854,0,20,1,6
2358750,3369642.85714286,0.813407294466778,train,464734,5.38445377349854,0,20,1,6
1231250,4104166.66666667,0.817747224518416,test,992944,5.2890682220459,0,20,1,6
2315000,3307142.85714286,0.807344524055924,train,992944,5.2890682220459,0,20,1,6
736250,2454166.66666667,0.713539081407103,test,130582,5.65262484550476,0,20,1,6
2622500,3746428.57142857,0.717524178911146,train,130582,5.65262484550476,0,20,1,6
612500,2041666.66666667,0.804775673174028,test,430882,5.79272484779358,0,20,1,6
2806250,4008928.57142857,0.809311071981654,train,430882,5.79272484779358,0,20,1,6
650000,2166666.66666667,0.80403136341965,test,327801,5.3629961013794,0,20,1,6
3193750,4562500,0.806077620598247,train,327801,5.3629961013794,0,20,1,6
1048750,3495833.33333333,0.793065657038333,test,955166,5.33092093467712,0,20,1,6
3302500,4717857.14285714,0.791069802071597,train,955166,5.33092093467712,0,20,1,6
698750,2329166.66666667,0.819344899616183,test,957194,5.77497100830078,0,20,1,6
3172500,4532142.85714286,0.829918283706387,train,957194,5.77497100830078,0,20,1,6
1162500,3875000,0.825997994920662,test,774355,6.05720114707947,0,20,1,6
3902500,5575000,0.820250874519135,train,774355,6.05720114707947,0,20,1,6
711250,2370833.33333333,0.795621496194906,test,470590,5.34786605834961,0,20,1,6
2677500,3825000,0.811843420907157,train,470590,5.34786605834961,0,20,1,6
873750,2912500,0.806473798238647,test,651887,5.27445816993713,0,20,1,6
2175000,3107142.85714286,0.802570240960188,train,651887,5.27445816993713,0,20,1,6
466250,1554166.66666667,0.775360064131179,test,818246,5.3242130279541,0,20,1,6
2518750,3598214.28571429,0.812371689883585,train,818246,5.3242130279541,0,20,1,6
848750,2829166.66666667,0.790219707352497,test,113827,5.35602998733521,0,20,1,6
3783750,5405357.14285714,0.812830665088539,train,113827,5.35602998733521,0,20,1,6
663750,2212500,0.770835283124357,test,212959,5.4583740234375,0,20,1,6
2848750,4069642.85714286,0.796654867715572,train,212959,5.4583740234375,0,20,1,6
817500,2725000,0.792328115406722,test,875960,5.26622104644775,0,20,1,6
2715000,3878571.42857143,0.811101719039569,train,875960,5.26622104644775,0,20,1,6
620000,2066666.66666667,0.78704512090011,test,858970,5.64243316650391,0,20,1,6
3370000,4814285.71428571,0.817277455625574,train,858970,5.64243316650391,0,20,1,6
778750,2595833.33333333,0.831810158627648,test,672427,5.41524004936218,0,20,1,6
2483750,3548214.28571429,0.826037327815044,train,672427,5.41524004936218,0,20,1,6
261250,870833.333333333,0.805656111008483,test,885779,5.46135520935059,0,20,1,6
2621250,3744642.85714286,0.840790042979073,train,885779,5.46135520935059,0,20,1,6
821250,2737500,0.817585034571939,test,222732,5.794517993927,0,20,1,6
3223750,4605357.14285714,0.806024303030944,train,222732,5.794517993927,0,20,1,6
181250,604166.666666667,0.813376946585608,test,186433,5.52120018005371,0,20,1,6
2650000,3785714.28571429,0.80053381045939,train,186433,5.52120018005371,0,20,1,6
647500,2158333.33333333,0.790256824840248,test,185878,5.62167310714722,0,20,1,6
3773750,5391071.42857143,0.806120053710552,train,185878,5.62167310714722,0,20,1,6
486250,1620833.33333333,0.777560469655045,test,235635,5.28782296180725,0,20,1,6
2807500,4010714.28571429,0.803096059392136,train,235635,5.28782296180725,0,20,1,6
806250,2687500,0.815476534642744,test,988363,5.42438101768494,0,20,1,6
2265000,3235714.28571429,0.80840432005533,train,988363,5.42438101768494,0,20,1,6
1132500,3775000,0.8152124247299,test,398999,5.31090593338013,0,20,1,6
2370000,3385714.28571429,0.801133038680314,train,398999,5.31090593338013,0,20,1,6
1568750,5229166.66666667,0.846653172479453,test,917915,5.41619992256165,0,20,1,6
2831250,4044642.85714286,0.825228345323505,train,917915,5.41619992256165,0,20,1,6
571250,1904166.66666667,0.815336762188869,test,426236,5.82034397125244,0,20,1,6
3785000,5407142.85714286,0.837841465989504,train,426236,5.82034397125244,0,20,1,6
1202500,4008333.33333333,0.812780800532336,test,793416,5.48645687103272,0,20,1,6
3261250,4658928.57142857,0.807887670136481,train,793416,5.48645687103272,0,20,1,6
977500,3258333.33333333,0.809932217097368,test,943165,6.04262399673462,0,20,1,7
3750000,5357142.85714286,0.819217008308456,train,943165,6.04262399673462,0,20,1,7
841250,2804166.66666667,0.786597965422671,test,433089,6.25410008430481,0,20,1,7
3753750,5362500,0.823687278089739,train,433089,6.25410008430481,0,20,1,7
323750,1079166.66666667,0.781928573213571,test,646686,6.17074608802795,0,20,1,7
2870000,4100000,0.81968133321463,train,646686,6.17074608802795,0,20,1,7
868750,2895833.33333333,0.781832196370375,test,421880,6.03587412834168,0,20,1,7
4381250,6258928.57142857,0.818479899108897,train,421880,6.03587412834168,0,20,1,7
1313750,4379166.66666667,0.816011216341299,test,212941,6.11110997200012,0,20,1,7
3286250,4694642.85714286,0.846798407937889,train,212941,6.11110997200012,0,20,1,7
707500,2358333.33333333,0.78364397077249,test,619097,6.15267395973206,0,20,1,7
2623750,3748214.28571429,0.808368229198876,train,619097,6.15267395973206,0,20,1,7
737500,2458333.33333333,0.785598488252499,test,643508,6.20421481132507,0,20,1,7
3407500,4867857.14285714,0.804495897878264,train,643508,6.20421481132507,0,20,1,7
1048750,3495833.33333333,0.777169694784001,test,223196,6.1222038269043,0,20,1,7
2463750,3519642.85714286,0.811652009270393,train,223196,6.1222038269043,0,20,1,7
995000,3316666.66666667,0.793368721938322,test,344194,6.25592184066773,0,20,1,7
4167500,5953571.42857143,0.81430373952639,train,344194,6.25592184066773,0,20,1,7
1178750,3929166.66666667,0.782241499360305,test,466324,6.46768808364868,0,20,1,7
3463750,4948214.28571429,0.818718656162231,train,466324,6.46768808364868,0,20,1,7
1121250,3737500,0.819871159442517,test,559889,6.3544340133667,0,20,1,7
4058750,5798214.28571429,0.800263274834967,train,559889,6.3544340133667,0,20,1,7
952500,3175000,0.792920831461126,test,426105,6.08732390403748,0,20,1,7
2471250,3530357.14285714,0.809240819301471,train,426105,6.08732390403748,0,20,1,7
1053750,3512500,0.802367446468743,test,887463,6.35204601287842,0,20,1,7
3495000,4992857.14285714,0.811966716379635,train,887463,6.35204601287842,0,20,1,7
762500,2541666.66666667,0.804679510705761,test,575670,6.4034059047699,0,20,1,7
2862500,4089285.71428571,0.842596475580947,train,575670,6.4034059047699,0,20,1,7
868750,2895833.33333333,0.807198048624644,test,341712,6.24788689613342,0,20,1,7
3427500,4896428.57142857,0.813094499567302,train,341712,6.24788689613342,0,20,1,7
1195000,3983333.33333333,0.811846585215627,test,511553,6.12534403800964,0,20,1,7
3493750,4991071.42857143,0.811068437617403,train,511553,6.12534403800964,0,20,1,7
1022500,3408333.33333333,0.792972832693965,test,621715,6.34601402282715,0,20,1,7
2800000,4e+06,0.812309220626142,train,621715,6.34601402282715,0,20,1,7
686250,2287500,0.782768187936498,test,930317,6.18748211860657,0,20,1,7
2998750,4283928.57142857,0.814952931937961,train,930317,6.18748211860657,0,20,1,7
718750,2395833.33333333,0.798397192153927,test,958759,6.28536486625671,0,20,1,7
2427500,3467857.14285714,0.820979734860732,train,958759,6.28536486625671,0,20,1,7
746250,2487500,0.78329790838669,test,854580,6.20434308052063,0,20,1,7
4733750,6762500,0.81648771299241,train,854580,6.20434308052063,0,20,1,7
688750,2295833.33333333,0.792085014236945,test,119687,6.33506608009338,0,20,1,7
3390000,4842857.14285714,0.813546039024018,train,119687,6.33506608009338,0,20,1,7
1477500,4925000,0.822610074788675,test,710540,6.28800511360169,0,20,1,7
3597500,5139285.71428571,0.833664936301882,train,710540,6.28800511360169,0,20,1,7
928750,3095833.33333333,0.798316556555536,test,251789,6.15149903297424,0,20,1,7
2463750,3519642.85714286,0.79435820284941,train,251789,6.15149903297424,0,20,1,7
833750,2779166.66666667,0.803557901075893,test,831311,6.4020299911499,0,20,1,7
3317500,4739285.71428572,0.815040046831531,train,831311,6.4020299911499,0,20,1,7
796250,2654166.66666667,0.802327633981881,test,400758,6.17242789268494,0,20,1,7
2717500,3882142.85714286,0.804660437640552,train,400758,6.17242789268494,0,20,1,7
788750,2629166.66666667,0.811985561419765,test,810489,6.70732092857361,0,20,1,7
2401250,3430357.14285714,0.810131034258298,train,810489,6.70732092857361,0,20,1,7
916250,3054166.66666667,0.811119057955711,test,175018,6.2046070098877,0,20,1,7
2636250,3766071.42857143,0.810306806150088,train,175018,6.2046070098877,0,20,1,7
1098750,3662500,0.807670469718745,test,778192,6.36902403831482,0,20,1,7
3462500,4946428.57142857,0.806406649653944,train,778192,6.36902403831482,0,20,1,7
513750,1712500,0.781142980972816,test,320524,6.04989218711853,0,20,1,7
3535000,5050000,0.814856755076704,train,320524,6.04989218711853,0,20,1,7
641250,2137500,0.791735613727247,test,288488,6.37378215789795,0,20,1,7
3715000,5307142.85714286,0.810697110033081,train,288488,6.37378215789795,0,20,1,7
918750,3062500,0.817537014587785,test,871386,6.74676108360291,0,20,1,7
3245000,4635714.28571429,0.83624143428159,train,871386,6.74676108360291,0,20,1,7
585000,1950000,0.784612853577758,test,699829,6.53272008895874,0,20,1,7
3896250,5566071.42857143,0.820717167711608,train,699829,6.53272008895874,0,20,1,7
787500,2625000,0.814601854306388,test,964557,6.66925191879273,0,20,1,7
3925000,5607142.85714286,0.827193283852747,train,964557,6.66925191879273,0,20,1,7
906250,3020833.33333333,0.864164112950843,test,229601,7.96748113632202,0,20,1,7
2966250,4237500,0.863977145313744,train,229601,7.96748113632202,0,20,1,7
502500,1675000,0.862924198985014,test,844578,7.82654905319214,0,20,1,7
3281250,4687500,0.870921752847437,train,844578,7.82654905319214,0,20,1,7
972500,3241666.66666667,0.813538095282429,test,712561,7.60387206077576,0,20,1,7
2672500,3817857.14285714,0.806225365438988,train,712561,7.60387206077576,0,20,1,7
807500,2691666.66666667,0.80083488009949,test,868040,7.67141699790955,0,20,1,7
4632500,6617857.14285714,0.823929730586579,train,868040,7.67141699790955,0,20,1,7
1180000,3933333.33333333,0.819769300726131,test,853913,8.20875597000122,0,20,1,7
2478750,3541071.42857143,0.807250792131494,train,853913,8.20875597000122,0,20,1,7
660000,2200000,0.817479470231775,test,868784,7.09721899032593,0,20,1,7
2843750,4062500,0.804082423171954,train,868784,7.09721899032593,0,20,1,7
863750,2879166.66666667,0.807606463489867,test,633751,7.806077003479,0,20,1,7
1960000,2800000,0.810435193371736,train,633751,7.806077003479,0,20,1,7
802500,2675000,0.792411752254122,test,950141,7.53398394584656,0,20,1,7
4193750,5991071.42857143,0.814034420762727,train,950141,7.53398394584656,0,20,1,7
712500,2375000,0.763068265062473,test,709609,7.57074999809265,0,20,1,7
3078750,4398214.28571429,0.770602624664357,train,709609,7.57074999809265,0,20,1,7
933750,3112500,0.800523270827321,test,637945,7.28955292701721,0,20,1,7
4118750,5883928.57142857,0.805401870340783,train,637945,7.28955292701721,0,20,1,7
1063750,3545833.33333333,0.819413346468596,test,730768,7.90925288200378,0,20,1,7
2676250,3823214.28571429,0.835094371981975,train,730768,7.90925288200378,0,20,1,7
602500,2008333.33333333,0.783859386951402,test,767625,7.5404589176178,0,20,1,7
2543750,3633928.57142857,0.812362986805708,train,767625,7.5404589176178,0,20,1,7
941250,3137500,0.799056548186339,test,273723,7.73179197311401,0,20,1,7
2671250,3816071.42857143,0.808392263600797,train,273723,7.73179197311401,0,20,1,7
712500,2375000,0.793683761209359,test,213770,7.43286800384522,0,20,1,7
2576250,3680357.14285714,0.805761595690487,train,213770,7.43286800384522,0,20,1,7
1633750,5445833.33333333,0.840375937675941,test,397339,7.64230084419251,0,20,1,7
2785000,3978571.42857143,0.828722300239633,train,397339,7.64230084419251,0,20,1,7
1213750,4045833.33333333,0.82429493923267,test,437556,7.49992299079895,0,20,1,7
3578750,5112500,0.836350037702496,train,437556,7.49992299079895,0,20,1,7
968750,3229166.66666667,0.804313174576652,test,292442,7.82469511032105,0,20,1,7
4132500,5903571.42857143,0.8104016203516,train,292442,7.82469511032105,0,20,1,7
605000,2016666.66666667,0.812720867427114,test,883505,6.18764901161194,0,20,1,7
